age,job,marital,education,default,housing,loan,y
37,technician,married,university.degree,no,yes,no,yes
42,blue-collar,married,basic.9y,no,no,no,yes
39,entrepreneur,single,university.degree,no,yes,no,no
29,services,divorced,high.school,no,no,no,no
30,admin.,married,high.school,no,no,no,no
34,blue-collar,married,high.school,no,yes,no,yes
36,services,divorced,university.degree,no,no,no,no
26,admin.,single,university.degree,no,no,no,yes
35,admin.,single,high.school,no,yes,no,no
38,unemployed,married,high.school,no,no,yes,no
34,technician,married,professional.course,no,no,no,yes
45,blue-collar,married,high.school,no,yes,yes,yes
76,retired,married,professional.course,no,no,no,yes
37,services,married,high.school,no,no,no,no
39,admin.,married,high.school,no,no,no,no
39,admin.,married,professional.course,no,yes,yes,no
32,technician,married,university.degree,no,yes,no,yes
39,admin.,married,university.degree,no,yes,no,yes
31,admin.,married,high.school,no,no,no,no
29,admin.,single,university.degree,no,no,no,yes
39,technician,married,university.degree,no,yes,no,yes
43,management,married,high.school,no,no,no,no
26,admin.,single,high.school,no,no,no,no
30,services,single,high.school,no,yes,no,no
43,management,married,professional.course,no,no,no,no
37,admin.,married,high.school,no,yes,no,no
30,technician,single,professional.course,no,yes,no,no
33,management,married,high.school,no,no,no,no
39,management,married,university.degree,no,no,no,no
45,management,single,university.degree,no,no,no,no
53,blue-collar,married,basic.4y,no,yes,no,no
43,management,married,high.school,no,no,no,yes
36,technician,married,university.degree,no,no,no,no
37,admin.,single,high.school,no,yes,no,no
45,admin.,married,university.degree,no,no,no,yes
42,admin.,single,university.degree,no,no,no,no
34,admin.,married,high.school,no,yes,yes,no
39,blue-collar,married,basic.9y,no,yes,no,yes
75,retired,married,basic.9y,no,no,no,yes
50,unemployed,married,basic.9y,no,yes,no,no
52,technician,married,professional.course,no,yes,yes,yes
30,technician,single,professional.course,no,no,no,yes
28,self-employed,single,university.degree,no,no,no,no
34,technician,married,professional.course,no,no,yes,no
28,services,married,high.school,no,no,no,no
26,blue-collar,married,basic.4y,no,yes,yes,no
20,student,single,high.school,no,no,no,yes
29,blue-collar,married,basic.9y,no,no,no,no
55,retired,divorced,professional.course,no,no,no,no
54,unemployed,married,basic.9y,no,no,no,yes
32,self-employed,single,university.degree,no,yes,no,yes
31,services,married,high.school,no,yes,no,no
32,admin.,married,university.degree,no,no,no,yes
33,self-employed,married,basic.9y,no,yes,no,no
34,technician,single,university.degree,no,yes,no,yes
24,services,single,high.school,no,yes,no,yes
57,admin.,married,university.degree,no,no,no,yes
37,technician,single,university.degree,no,no,no,no
31,admin.,divorced,professional.course,no,yes,no,yes
34,technician,single,professional.course,no,no,no,yes
31,admin.,single,university.degree,no,yes,no,yes
44,admin.,single,university.degree,no,no,no,yes
28,admin.,married,high.school,no,yes,no,no
44,management,married,high.school,no,yes,no,no
44,blue-collar,married,basic.4y,no,yes,no,no
28,technician,married,high.school,no,no,no,no
34,admin.,single,university.degree,no,yes,no,yes
33,entrepreneur,single,professional.course,no,yes,no,yes
39,blue-collar,divorced,basic.9y,no,no,no,no
49,unemployed,married,professional.course,no,yes,no,yes
59,retired,married,basic.4y,no,yes,no,yes
24,services,single,high.school,no,yes,no,yes
40,blue-collar,married,basic.9y,no,no,yes,no
27,services,single,high.school,no,no,no,yes
32,admin.,married,university.degree,no,no,yes,yes
37,blue-collar,single,high.school,no,no,no,no
29,admin.,married,high.school,no,yes,no,yes
34,technician,married,university.degree,no,yes,no,yes
39,blue-collar,married,basic.6y,no,no,no,no
50,services,married,basic.6y,no,yes,no,no
36,services,single,high.school,no,no,no,no
24,services,single,high.school,no,yes,yes,no
48,services,single,high.school,no,yes,no,yes
32,management,single,professional.course,no,no,no,yes
32,services,divorced,high.school,no,yes,no,no
40,services,married,high.school,no,no,no,yes
28,admin.,single,high.school,no,yes,no,yes
48,admin.,divorced,university.degree,no,yes,no,no
34,technician,married,basic.9y,no,no,no,no
47,blue-collar,married,basic.9y,no,yes,no,no
50,services,married,high.school,no,no,no,no
30,technician,single,university.degree,no,no,no,yes
31,blue-collar,married,basic.9y,no,yes,yes,no
31,technician,single,university.degree,no,no,no,yes
50,blue-collar,married,basic.4y,no,yes,no,yes
59,retired,single,university.degree,no,no,no,no
49,services,divorced,basic.9y,no,yes,no,no
36,housemaid,divorced,university.degree,no,no,no,no
40,technician,single,professional.course,no,yes,no,yes
34,admin.,married,high.school,no,yes,no,yes
26,technician,single,professional.course,no,yes,no,yes
36,entrepreneur,married,university.degree,no,no,no,yes
52,technician,married,high.school,no,yes,no,no
36,blue-collar,married,high.school,no,no,no,no
46,services,divorced,high.school,no,yes,no,no
30,admin.,single,university.degree,no,no,no,yes
28,admin.,married,university.degree,no,no,no,no
27,admin.,single,high.school,no,yes,no,no
29,technician,married,university.degree,no,no,no,no
55,housemaid,married,basic.4y,no,yes,yes,no
46,blue-collar,single,basic.4y,no,no,no,no
34,services,married,high.school,no,yes,no,no
44,services,divorced,high.school,no,no,no,no
50,services,married,basic.6y,no,no,no,no
26,technician,married,professional.course,no,yes,no,yes
37,admin.,married,university.degree,no,yes,yes,yes
37,blue-collar,married,basic.9y,no,no,no,yes
27,services,married,professional.course,no,no,no,no
29,management,single,university.degree,no,no,no,yes
29,admin.,single,university.degree,no,yes,no,yes
68,retired,married,basic.4y,no,no,no,yes
30,admin.,married,university.degree,no,yes,no,yes
47,admin.,married,university.degree,no,no,no,no
30,self-employed,single,high.school,no,yes,yes,no
57,management,married,university.degree,no,yes,no,yes
30,admin.,married,university.degree,no,yes,no,yes
36,blue-collar,married,basic.4y,no,no,no,no
26,student,single,high.school,no,yes,yes,yes
51,unemployed,married,professional.course,no,no,no,no
25,student,single,university.degree,no,yes,yes,yes
35,technician,married,university.degree,no,yes,no,yes
28,management,single,university.degree,no,yes,no,yes
42,self-employed,married,university.degree,no,yes,no,no
28,blue-collar,single,basic.9y,no,no,no,no
37,self-employed,divorced,university.degree,no,yes,yes,no
37,admin.,married,university.degree,no,no,no,no
48,blue-collar,married,basic.6y,no,yes,no,no
31,technician,married,professional.course,no,no,no,no
33,services,divorced,high.school,no,yes,no,no
51,technician,married,basic.9y,no,no,no,yes
27,management,single,university.degree,no,no,yes,no
42,technician,married,professional.course,no,no,no,yes
50,technician,divorced,professional.course,no,no,no,no
46,admin.,divorced,university.degree,no,yes,no,no
28,entrepreneur,married,basic.9y,no,yes,no,yes
60,retired,married,basic.4y,no,no,no,yes
60,admin.,married,university.degree,no,yes,no,yes
29,blue-collar,married,basic.9y,no,no,no,no
37,management,married,university.degree,no,no,no,yes
49,admin.,divorced,university.degree,no,yes,no,yes
33,admin.,married,university.degree,no,yes,no,yes
52,management,divorced,university.degree,no,no,yes,no
35,technician,married,professional.course,no,no,no,yes
29,admin.,single,university.degree,no,no,yes,yes
54,admin.,married,high.school,no,no,no,no
52,self-employed,married,university.degree,no,no,no,no
36,technician,single,professional.course,no,yes,no,yes
34,admin.,married,university.degree,no,yes,no,yes
70,retired,married,basic.4y,no,yes,no,yes
30,services,married,university.degree,no,no,no,no
47,admin.,married,university.degree,no,no,no,no
32,services,single,high.school,no,no,no,yes
34,technician,married,high.school,no,no,yes,no
24,services,single,high.school,no,no,no,no
31,technician,married,professional.course,no,no,no,yes
37,blue-collar,married,basic.9y,no,yes,no,no
50,housemaid,married,basic.4y,no,no,yes,yes
34,admin.,single,high.school,no,no,no,no
46,admin.,single,university.degree,no,no,yes,no
27,services,married,high.school,no,yes,no,no
80,retired,married,basic.4y,no,no,no,yes
42,entrepreneur,married,basic.6y,no,no,no,no
29,blue-collar,married,basic.9y,no,yes,no,yes
28,admin.,married,high.school,no,yes,no,yes
53,housemaid,married,basic.4y,no,no,yes,yes
38,technician,married,university.degree,no,no,no,yes
38,services,married,high.school,no,no,no,no
33,admin.,single,university.degree,no,no,no,no
35,technician,married,professional.course,no,no,no,no
46,admin.,married,high.school,no,no,no,yes
53,admin.,married,university.degree,no,yes,no,no
54,management,married,university.degree,no,no,no,yes
29,management,single,university.degree,no,no,no,no
85,retired,married,professional.course,no,no,no,yes
47,entrepreneur,married,high.school,no,no,no,no
30,admin.,married,university.degree,no,no,no,yes
58,admin.,divorced,university.degree,no,yes,no,no
30,admin.,single,university.degree,no,yes,no,yes
33,blue-collar,single,basic.4y,no,yes,yes,yes
32,blue-collar,divorced,basic.9y,no,yes,no,yes
29,technician,single,university.degree,no,yes,no,yes
32,admin.,single,university.degree,no,no,no,no
36,technician,married,professional.course,no,yes,no,no
38,housemaid,married,basic.9y,no,yes,no,no
35,blue-collar,married,basic.4y,no,yes,no,no
39,unemployed,single,university.degree,no,no,yes,no
39,management,married,university.degree,no,yes,no,yes
67,retired,married,professional.course,no,yes,yes,yes
56,entrepreneur,married,university.degree,no,no,no,yes
40,technician,single,university.degree,no,no,no,yes
25,entrepreneur,single,high.school,no,yes,no,no
34,admin.,single,high.school,no,no,no,no
33,services,married,basic.4y,no,no,no,no
55,admin.,married,high.school,no,yes,no,no
51,retired,married,professional.course,no,no,no,no
57,admin.,divorced,basic.9y,no,no,no,no
36,blue-collar,single,high.school,no,yes,no,no
41,blue-collar,married,basic.6y,no,yes,no,no
27,admin.,single,high.school,no,no,no,no
36,admin.,married,high.school,no,no,no,no
83,retired,divorced,basic.4y,no,no,yes,yes
32,technician,married,university.degree,no,yes,no,no
56,admin.,married,high.school,no,yes,no,no
32,admin.,single,university.degree,no,yes,no,yes
32,admin.,single,university.degree,no,yes,no,yes
38,admin.,married,high.school,no,yes,no,yes
40,admin.,single,high.school,no,yes,no,no
23,admin.,single,university.degree,no,yes,no,yes
50,entrepreneur,married,basic.9y,no,yes,yes,no
46,services,married,high.school,no,no,no,no
54,management,divorced,university.degree,no,yes,no,no
44,admin.,married,university.degree,no,yes,no,yes
34,admin.,married,high.school,no,yes,yes,yes
38,services,single,basic.6y,no,yes,no,yes
43,entrepreneur,married,university.degree,no,no,no,no
58,management,married,basic.4y,no,no,no,no
31,technician,single,university.degree,no,yes,no,yes
62,retired,married,university.degree,no,yes,no,yes
31,blue-collar,married,basic.6y,no,yes,no,yes
59,retired,married,university.degree,no,no,no,no
25,admin.,single,university.degree,no,yes,no,yes
54,technician,married,professional.course,no,yes,no,yes
36,technician,married,high.school,no,yes,no,no
24,admin.,single,high.school,no,no,no,yes
34,admin.,single,high.school,no,no,no,yes
51,blue-collar,married,basic.9y,no,yes,yes,no
29,admin.,single,university.degree,no,no,no,yes
45,blue-collar,single,basic.9y,no,no,yes,yes
30,unemployed,married,high.school,no,yes,no,yes
34,housemaid,single,basic.4y,no,yes,no,yes
38,technician,married,professional.course,no,yes,yes,no
37,admin.,single,university.degree,no,yes,no,yes
35,management,divorced,university.degree,no,no,no,yes
54,technician,married,university.degree,no,yes,no,no
36,management,married,university.degree,no,no,no,yes
48,blue-collar,married,basic.4y,no,yes,no,no
38,housemaid,divorced,university.degree,no,yes,no,yes
31,student,single,university.degree,no,yes,yes,yes
45,entrepreneur,divorced,university.degree,no,no,no,yes
46,services,married,professional.course,no,no,no,no
30,admin.,single,high.school,no,no,no,no
59,unemployed,married,basic.9y,no,yes,no,yes
32,admin.,married,university.degree,no,yes,no,no
26,technician,single,university.degree,no,no,no,yes
53,retired,divorced,high.school,no,no,yes,no
60,blue-collar,married,professional.course,no,no,no,no
59,blue-collar,married,basic.4y,no,no,no,yes
38,services,married,high.school,no,yes,no,yes
34,technician,divorced,professional.course,no,no,no,no
40,services,married,high.school,no,yes,no,no
44,blue-collar,married,basic.6y,no,yes,yes,no
50,housemaid,married,basic.4y,no,no,no,no
36,admin.,married,university.degree,no,no,no,yes
30,technician,married,professional.course,no,no,yes,no
40,housemaid,single,university.degree,no,no,yes,no
82,housemaid,divorced,basic.4y,no,no,no,yes
45,blue-collar,married,basic.4y,no,no,no,no
36,technician,married,professional.course,no,yes,no,yes
78,retired,divorced,basic.6y,no,no,no,yes
39,technician,divorced,professional.course,no,yes,no,no
23,services,single,high.school,no,no,no,yes
59,blue-collar,divorced,basic.4y,no,yes,no,yes
33,admin.,single,university.degree,no,yes,no,no
25,self-employed,single,university.degree,no,no,no,no
37,admin.,married,high.school,no,yes,yes,yes
66,housemaid,divorced,basic.4y,no,yes,no,yes
22,admin.,single,university.degree,no,yes,no,yes
28,admin.,single,university.degree,no,yes,no,no
35,technician,married,professional.course,no,no,no,yes
23,blue-collar,single,basic.4y,no,yes,no,yes
33,services,married,high.school,no,yes,no,yes
36,management,married,university.degree,no,yes,no,no
31,admin.,married,university.degree,no,yes,no,no
56,retired,married,basic.4y,no,no,no,yes
26,technician,married,high.school,no,yes,no,no
32,blue-collar,single,high.school,no,no,no,yes
57,blue-collar,divorced,professional.course,no,no,no,no
24,admin.,single,professional.course,no,no,no,yes
65,retired,married,basic.4y,no,no,no,yes
24,services,single,high.school,no,no,no,yes
54,admin.,married,high.school,no,yes,yes,no
32,services,married,high.school,no,yes,yes,no
40,admin.,married,university.degree,no,yes,no,yes
74,retired,married,university.degree,no,no,no,yes
39,services,married,high.school,no,yes,no,yes
33,admin.,married,university.degree,no,no,no,no
38,blue-collar,married,basic.9y,no,no,no,no
42,technician,divorced,basic.9y,no,no,no,no
28,services,single,high.school,no,no,no,no
45,admin.,married,high.school,no,yes,no,no
34,admin.,divorced,university.degree,no,no,no,no
74,retired,married,university.degree,no,yes,no,yes
34,blue-collar,single,university.degree,no,yes,yes,no
31,admin.,divorced,university.degree,no,no,no,yes
39,technician,married,professional.course,no,yes,yes,yes
34,admin.,single,university.degree,no,yes,no,yes
29,services,married,basic.9y,no,no,no,no
35,blue-collar,married,basic.9y,no,no,no,no
41,blue-collar,divorced,basic.6y,no,yes,no,no
46,self-employed,divorced,high.school,no,no,no,yes
27,technician,single,university.degree,no,no,yes,yes
